,NLDAS_ID,sw_irrigation_vol,WRM_SUPPLY_acreft_OG,sw_avail_bias_corr,RIVER_DISCHARGE_OVER_LAND_LIQ_OG
90,x100y190,2476.056881172183,2474.687607356321,1.3692738158615612,5.912037
91,x100y191,1250.0833492227098,1249.3920726952404,0.6912765274694266,0.03708329
92,x100y192,242.38992759718425,242.2559050489393,0.13402254824495685,3.8102658
93,x100y55,0.0,0.0,0.0,0.124741144
94,x100y56,0.0,0.0,0.0,0.06297478
95,x100y57,0.0,0.0,0.0,0.0668508
96,x100y58,0.0,0.0,0.0,0.059796643
97,x100y59,0.0,0.0,0.0,0.06026509
98,x100y60,0.0,0.0,0.0,0.06786762
99,x100y61,0.0,0.0,0.0,0.05998111
100,x100y62,0.0,0.0,0.0,0.20141977
101,x100y63,0.0,0.0,0.0,0.073231354
102,x100y64,0.0,0.0,0.0,0.25722528
103,x100y65,0.0,0.0,0.0,0.07097645
104,x100y66,0.0,0.0,0.0,0.082042135
105,x100y67,4800.844219022213,4798.1892861051665,2.654932917046608,78.387405
106,x100y68,1882.109751626608,1881.0689290285413,1.0408225980665975,0.02003749
107,x100y69,0.0,0.0,0.0,0.12202761
108,x100y70,0.0,0.0,0.0,0.38950613
109,x100y71,0.0,0.0,0.0,0.2753815
110,x100y72,0.0,0.0,0.0,0.14342913
111,x100y73,0.0,0.0,0.0,0.9377311
112,x100y74,0.0,0.0,0.0,0.76392007
113,x100y75,0.2333981774503876,0.23326912771949207,0.00012904973089553073,0.45004338
114,x100y76,0.0,0.0,0.0,0.2883366
115,x100y77,0.0,0.0,0.0,0.16860723
116,x100y78,0.0,0.0,0.0,0.1681541
117,x100y79,0.0,0.0,0.0,0.14226878
118,x100y80,0.8656391769229518,0.8651604969708625,0.00047867995208927816,4.793584
119,x100y81,0.0,0.0,0.0,0.15494174
120,x100y82,0.0,0.0,0.0,1.6788524
121,x100y83,0.0,0.0,0.0,0.9841847
122,x100y84,0.0,0.0,0.0,0.421641
123,x100y85,0.0,0.0,0.0,0.067727976
124,x100y86,0.0,0.0,0.0,0.5210202
125,x100y87,0.0,0.0,0.0,0.028167086
126,x100y88,0.0,0.0,0.0,1.7950509
127,x100y89,0.0,0.0,0.0,2.0488484
128,x100y90,0.0,0.0,0.0,0.031753305
129,x100y91,0.0,0.0,0.0,0.02972086
130,x100y92,0.0,0.0,0.0,619.1963
131,x100y93,0.0,0.0,0.0,0.103268355
132,x100y94,0.0,0.0,0.0,0.3801618
133,x100y95,0.0,0.0,0.0,1.3601469
134,x100y96,0.0,0.0,0.0,0.3294716
135,x100y97,156.7387365068091,156.65204475552022,0.08669175128886764,0.20144218
136,x100y98,0.041335164341972805,0.04131230415914272,2.2860182830083953e-05,0.16358042
137,x100y99,0.0,0.0,0.0,0.44832182
138,x101y100,85.92518550273722,85.87765831589664,0.04752718684058266,0.17468503
139,x101y101,6.515431870792665,6.51182876907558,0.003603101717085444,2.9493146
140,x101y102,6.076463917362283,6.073103699404416,0.0033602179578675617,3.4302917
141,x101y103,2303.6945346832376,2302.420639927279,1.273894755958736,4.071903
142,x101y104,1757.1644561912033,1756.1927541893667,0.9717020018365474,4.3237157
143,x101y105,7.611708445348703,7.607498397923639,0.004210047425064367,0.13354066
144,x101y106,0.008258926694032291,0.00825435940985527,4.567284177020917e-06,0.5504383
145,x101y107,0.0012033700506049508,0.0012027046228501224,6.654277548284737e-07,0.3813704
146,x101y108,0.06098878019451455,0.06095504865408384,3.373154043070925e-05,0.4373018
147,x101y109,1.174455435064824,1.173805808612769,0.0006496264520550188,0.62830186
148,x101y110,2.3804999070784967,2.379183375936316,0.0013165311421805548,0.18157127
149,x101y111,7734.926031306319,7557.262398990054,177.66363231626474,0.6490811
150,x101y112,15012.930066063696,11521.61731062725,3491.3127554364455,0.47269458
151,x101y113,3755.1129499245067,3753.0364490861225,2.076500838384163,1.8295302
152,x101y114,2875.90520341893,2864.1057769481463,11.799426470783601,1.7964032
153,x101y115,0.07687791467728723,0.07683540123517277,4.251344211446406e-05,0.070592836
154,x101y116,14.494435711039143,14.486420267065949,0.008015443973194536,17.26387
155,x101y117,252.9519701147141,252.81210309038,0.1398670243341087,0.6555949
156,x101y118,0.029694287883790124,0.029677866660083863,1.642122370626095e-05,0.22874536
157,x101y119,0.8333311267020961,0.8328702425444123,0.0004608841576837497,0.09689977
158,x101y120,0.060562776956394754,0.06052927749840501,3.349945798974269e-05,0.22368321
159,x101y121,430.5119296930065,430.27386326756925,0.2380664254372391,0.7336773
160,x101y122,26.283292764390218,26.268755413537498,0.01453735085272001,0.82721984
161,x101y123,354.6927285677031,354.49658473890946,0.19614382879365166,1.8290852
162,x101y124,138.25491052406034,138.17846336479792,0.07644715926241474,
163,x101y125,1690.7999969012199,1689.864921331568,0.9350755696518718,0.22698377
164,x101y126,254.29844285380162,254.1577920120437,0.14065084175791753,1.1971899
165,x101y127,0.0001936191180984889,0.00019351203854511348,1.070795533754203e-07,1.5920997
166,x101y128,0.0,0.0,0.0,1.7078377
167,x101y129,0.0,0.0,0.0,25.861294
168,x101y130,0.0,0.0,0.0,36.35326
169,x101y131,2.3234109895964674,0.0,2.3234109895964674,0.14981289
170,x101y132,32.18107289831681,0.0,32.18107289831681,0.49106526
171,x101y133,302.36033197823025,302.19310637510335,0.16722560312689438,0.34531534
172,x101y134,557.1618618892182,556.8537344703857,0.3081274188325551,0.18583795
173,x101y135,5483.862858477687,3364.206119766332,2119.656738711355,0.02931271
174,x101y136,2055.865379043189,1788.5410205652909,267.32435847789816,0.033782415
175,x101y137,2225.9156777055528,2194.838933976433,31.0767437291197,
176,x101y138,102.96847031994233,102.91152415835495,0.05694616158737631,0.11731584
177,x101y139,363.77876378292984,363.5775825893129,0.20118119361694653,0.17748924
178,x101y140,355.742395698635,355.54564408377365,0.1967516148613413,0.085073285
179,x101y141,241.26436980294872,241.1309632992441,0.13340650370463436,0.1864113
180,x101y142,114.13309886996416,114.0699766967904,0.06312217317375257,0.3431672
181,x101y143,63.25526510462877,63.22028491037552,0.03498019425325083,4.616373
182,x101y144,4960.596438547756,4957.852946541493,2.7434920062632955,0.015631868
183,x101y145,22481.130124630363,22468.697920213544,12.432204416818422,0.2551805
184,x101y146,23903.084193086,23889.865648409377,13.218544676623424,182.7902
185,x101y147,10203.228346917549,10197.584840755424,5.64350616212505,0.0002467366
186,x101y148,414.1831325539291,413.9540705431736,0.2290620107555128,0.11172511
187,x101y149,685.470125258751,685.0910609141667,0.3790643445842079,0.13831292
188,x101y150,376.06198767556197,375.8539865202263,0.20800115533569397,0.050173376
189,x101y151,36376.37418412685,36356.25498893375,20.119195193095948,
190,x101y152,3946.834197301095,517.6307859356758,3429.2034113654195,1.8614386e-14
191,x101y153,7796.55288675228,7792.241866001071,4.311020751209071,1.1663527
192,x101y154,1761.3551098590326,1760.3810438758635,0.9740659831691119,1.4352134
193,x101y155,115.67868984338577,115.6147101697598,0.06397967362596546,0.464588
194,x101y156,0.0,0.0,0.0,0.26756015
195,x101y157,0.2620082665669136,0.26186335918353404,0.00014490738337957776,0.025082938
196,x101y158,0.0005346613315121071,0.000534365629863024,2.9570164908310995e-07,9.542497
197,x101y159,0.0,0.0,0.0,0.0719476
198,x101y160,23.80836161630638,23.79519403039951,0.013167585906870727,1.7668035
199,x101y161,6.983751962101088,6.979889744345648,0.003862217755440156,0.17489503
200,x101y162,313.7449837630741,313.57145712739566,0.1735266356784564,0.09082845
201,x101y163,16188.604921028482,16179.65322198171,8.951699046770955,0.23285593
202,x101y164,27055.21054600171,27040.25021585271,14.960330148998764,20.002853
203,x101y165,867.3428273218407,866.8632523682995,0.479574953541146,38.222725
204,x101y166,0.0,0.0,0.0,0.27476195
205,x101y167,0.0,0.0,0.0,0.63331944
206,x101y168,0.0,0.0,0.0,0.27705738
207,x101y169,0.0058914380905120125,0.005888179506334955,3.258584177057329e-06,0.31146798
208,x101y170,0.023218827517168052,0.023205985455490272,1.2842061677779959e-05,0.63799053
209,x101y171,0.0,0.0,0.0,0.5418832
210,x101y172,0.0,0.0,0.0,0.7440756
211,x101y173,12.586945672573977,12.579984352252099,0.006961320321877906,1.2640939
212,x101y174,0.0,0.0,0.0,0.49811196
213,x101y175,1.619649276518301,1.6187534194962618,0.0008958570220392037,1.0544107
214,x101y176,0.0145451539076144,0.014537108947370451,8.044960243949045e-06,0.7424944
215,x101y177,0.0004849571525868414,0.00048468896582061613,2.681867662252522e-07,0.5670613
216,x101y178,0.020939770582188544,0.020928189812240948,1.1580769947595881e-05,0.66035324
217,x101y179,0.05800846094582384,0.05797638365389459,3.207729192925002e-05,2.9574733
218,x101y180,1637.2957394231128,1636.3900975289428,0.9056418941700031,0.65258205
219,x101y181,143.56342780271524,143.48403611504645,0.07939168766878879,25.802544
220,x101y182,69.37895973454728,69.34059101946798,0.03836871507930084,0.11288611
221,x101y183,140.3794153677759,140.3017798537978,0.07763551397809465,5.390729
222,x101y184,762.746101994121,762.3242122896196,0.42188970450138186,0.25730488
223,x101y185,2490.0997675246776,2488.722655109933,1.3771124147447154,0.026319852
224,x101y186,4267.333097707727,4264.972785267596,2.360312440130656,1.7906896
225,x101y187,3719.8821415148523,3717.82527920244,2.0568623124122496,3.4310255
226,x101y188,729.0697001929303,728.6664551208775,0.40324507205286864,15.679755
227,x101y189,1489.4310884072377,1488.6072265434989,0.8238618637387845,0.021465564
228,x101y190,2691.432578835834,2689.944079517402,1.488499318432332,5.881454
229,x101y191,1058.241380883676,1057.6561475839699,0.585233299706033,0.01571505
230,x101y192,497.40695827521085,497.1318794975648,0.27507877764605837,0.010792338
231,x101y54,0.0,0.0,0.0,2.0244231
232,x101y55,0.0,0.0,0.0,2.0242934
233,x101y56,0.0,0.0,0.0,0.060466144
234,x101y57,0.0,0.0,0.0,0.61611116
235,x101y58,0.0,0.0,0.0,0.4917534
236,x101y59,0.00044638025640951284,0.00044613340768522047,2.4684872429236787e-07,0.19546266
237,x101y60,0.0,0.0,0.0,0.13715367
238,x101y61,0.0,0.0,0.0,0.064333536
239,x101y62,0.0,0.0,0.0,0.07158746
240,x101y63,0.0,0.0,0.0,0.094021946
241,x101y64,0.0,0.0,0.0,0.096495144
242,x101y65,0.0,0.0,0.0,0.09325865
243,x101y66,198.43767003691676,198.32792228181395,0.1097477551028021,0.49292323
244,x101y67,1293.4899592994907,1292.774626970036,0.7153323294546681,77.842476
245,x101y68,26284.410816131913,26269.873112048837,14.537704083075369,0.14358826
246,x101y69,13035.76066451798,13028.550761108816,7.209903409164326,0.18620598
247,x101y70,616.8293881118573,616.4882370723988,0.34115103945850933,0.4052776
248,x101y71,0.0,0.0,0.0,0.3304258
249,x101y72,0.0,0.0,0.0,0.18872133
250,x101y73,0.0,0.0,0.0,0.123655744
251,x101y74,0.0,0.0,0.0,0.13502142
252,x101y75,0.0,0.0,0.0,0.14635669
253,x101y76,0.0,0.0,0.0,0.15488563
254,x101y77,0.0,0.0,0.0,0.34091514
255,x101y78,0.0,0.0,0.0,0.50051147
256,x101y79,23.659181475504944,23.646095762040343,0.013085713464601412,5.585993
257,x101y80,0.009283059415047932,0.009277925192468976,5.134222578955655e-06,0.15283242
258,x101y81,0.0,0.0,0.0,0.6873218
259,x101y82,0.0,0.0,0.0,0.5063765
260,x101y83,0.0,0.0,0.0,0.23857206
261,x101y84,0.0,0.0,0.0,0.16275412
262,x101y85,0.0,0.0,0.0,0.025108654
263,x101y86,0.0,0.0,0.0,1.7088665
264,x101y87,0.0,0.0,0.0,1.7369344
265,x101y88,0.0,0.0,0.0,0.16271475
266,x101y89,0.0,0.0,0.0,0.061452653
267,x101y90,0.0,0.0,0.0,619.00116
268,x101y91,0.0,0.0,0.0,619.0909
269,x101y92,0.0,0.0,0.0,0.022994135
270,x101y93,0.0,0.0,0.0,0.06155962
271,x101y94,0.0,0.0,0.0,0.32348233
272,x101y95,0.0,0.0,0.0,0.07561503
273,x101y96,0.0,0.0,0.0,0.7855494
274,x101y97,5.118791938472502,5.115961004131579,0.0028309343409231857,0.049659964
275,x101y98,10.178278714562158,10.172649604358705,0.00562911020345247,0.12523054
276,x101y99,0.1368206961618216,0.13674502645163744,7.566971018416191e-05,0.1168842
277,x102y100,0.0,0.0,0.0,0.17679366
278,x102y101,0.005572070915893287,0.005568988948860385,3.081967032901936e-06,0.37808523
279,x102y102,0.0,0.0,0.0,0.18613838
280,x102y103,0.0,0.0,0.0,0.11322239
281,x102y104,0.0,0.0,0.0,0.11358893
282,x102y105,62.533638405146846,62.49905886864869,0.034579536498156926,4.581281
283,x102y106,5917.428673359268,5914.156356406266,3.2723169530017913,4.4613004
284,x102y107,0.011518872624964656,0.011512502741606067,6.369883358588527e-06,0.28648132
285,x102y108,13.134966096602827,13.127702322042412,0.0072637745604158255,0.39129525
286,x102y109,13.166452568694869,13.15917134779021,0.0072812209046588805,10.062715
287,x102y110,0.5020514893262481,0.5017738272237087,0.00027766210253943324,0.7531795
288,x102y111,1.986505763380746,1.9854073643695984,0.0010983990111474995,0.3804011
289,x102y112,438.78798460469187,438.5452802123489,0.24270439234294372,0.7903363
290,x102y113,3938.3188082768975,3936.140312621607,2.1784956552905896,0.5886355
291,x102y114,547.3921099889279,547.0893072771624,0.3028027117654801,0.07577383
292,x102y115,38.67626941287159,38.654878148912914,0.021391263958676632,0.18322025
293,x102y116,1961.5656623216837,1873.599542681073,87.96611964061071,0.06333095
294,x102y117,3832.1620326246375,3830.0429467087024,2.119085915935102,16.935577
295,x102y118,1.5361872669289902,1.5353376403579986,0.0008496265709916351,0.57771146
296,x102y119,0.009731596094514636,0.009726214385244887,5.3817092697493185e-06,0.13402312
297,x102y120,0.2953437787765472,0.29518044933130194,0.00016332944524527493,0.19304287
298,x102y121,0.20607188104817453,0.20595791171944458,0.00011396932872995147,0.09856326
299,x102y122,6.19310925389726,6.189684162646466,0.0034250912507944875,0.42318678
300,x102y123,18.582003412598876,18.571728625178327,0.010274787420549103,0.11266255
301,x102y124,15.65476280231915,15.64610607905406,0.008656723265088928,0.30114928
302,x102y125,4028.501281347721,4026.2732199371903,2.2280614105306995,0.8084146
303,x102y126,200.83357719426746,200.72248991895643,0.11108727531103568,0.09321816
304,x102y127,0.0,0.0,0.0,0.0
305,x102y128,0.00016695674332732694,0.00016686440842692397,9.233490040296737e-08,0.8480998
306,x102y129,0.0,0.0,0.0,23.307901
307,x102y130,0.0,0.0,0.0,18.005863
308,x102y131,0.0,0.0,0.0,18.247366
309,x102y132,0.0,0.0,0.0,0.34423593
310,x102y133,107.25994758029277,107.20062310487592,0.059324475416858036,0.17530029
311,x102y134,16385.015530502627,8835.168192963203,7549.847337539424,0.016515672
312,x102y135,739.742117725056,739.3329815909561,0.4091361340998674,0.08007832
313,x102y136,29.28593904103926,29.269743312876887,0.016195728162372802,0.116056636
314,x102y137,597.3325314709598,597.0021918503062,0.33033962065360356,0.3994274
315,x102y138,7601.418890916863,5669.4593174646125,1931.9595734522509,0.074980974
316,x102y139,24.767128003034305,24.753430662388027,0.013697340646277922,0.16628224
317,x102y140,177.08843149922345,176.99049811052876,0.09793338869468471,0.19537261
318,x102y141,2347.317877641944,2346.0198049611163,1.2980726808277723,0.15213844
319,x102y142,0.0,0.0,0.0,0.46466142
320,x102y143,291.1011956609395,290.94022079395035,0.160974866989136,3.9800456
321,x102y144,300.6306746975507,300.46444703039117,0.1662276671595464,0.20409241
322,x102y145,1170.4527005764733,1169.805392679021,0.647307897452265,0.8977899
323,x102y146,20366.228850363943,20354.9676494552,11.261200908742467,183.56706
324,x102y147,11463.893496443548,11457.553703242049,6.33979320149956,0.0069100787
325,x102y148,438.2947584533087,438.05234261943343,0.24241583387527044,0.26777864
326,x102y149,38634.82725673451,38613.46221513523,21.36504159928154,3.2615297e-12
327,x102y150,17504.00378297959,17494.32417656752,9.679606412071735,1.34432535e-11
328,x102y151,19264.678545402006,2130.193844473563,17134.484700928442,1.1067316e-14
329,x102y152,633.7095173072053,633.3590216741961,0.3504956330091318,3.8955517
330,x102y153,1368.2034400388948,1367.4468149184625,0.756625120432318,1.790759
331,x102y154,0.7334582062223638,0.7330526096230061,0.00040559659935768266,0.2716619
332,x102y155,0.8168653258883236,0.8164134943620951,0.00045183152622851885,0.22627349
333,x102y156,0.0,0.0,0.0,0.5312934
334,x102y157,0.07236686059435281,0.07232684150130869,4.001909304411633e-05,9.069986
335,x102y158,0.0,0.0,0.0,0.4497661
336,x102y159,0.0,0.0,0.0,0.26392534
337,x102y160,0.0,0.0,0.0,1.2373152
338,x102y161,0.0,0.0,0.0,0.11926849
339,x102y162,0.0,0.0,0.0,0.33340997
340,x102y163,124.7748830442202,124.70587745456454,0.06900558965566006,0.45154324
341,x102y164,35423.93580598482,35404.34679777945,19.589008205366554,10.860626
342,x102y165,9433.880459514354,9428.66317628782,5.2172832265332545,69.018074
343,x102y166,1505.090255731167,1504.2578235206488,0.8324322105181636,0.003134313
344,x102y167,0.14395069226433152,0.14387107620281936,7.961606151216105e-05,0.65060574
345,x102y168,0.0,0.0,0.0,0.07199391
346,x102y169,0.0,0.0,0.0,0.39878407
347,x102y170,0.0,0.0,0.0,0.70144284
348,x102y171,0.0,0.0,0.0,2.199748
349,x102y172,0.0,0.0,0.0,0.5329599
350,x102y173,0.7281524844457072,0.7277497259927336,0.00040275845297366164,0.9931444
351,x102y174,0.0,0.0,0.0,0.5253609
352,x102y175,253.81338139714327,253.67298274147385,0.14039865566942922,2.6541052
353,x102y176,0.0,0.0,0.0,0.48184937
354,x102y177,0.0,0.0,0.0,0.53850275
355,x102y178,15.190970173550104,15.18257043435655,0.008399739193553302,3.6299765
356,x102y179,25.539311012761022,25.525187774696803,0.014123238064218668,0.065874
357,x102y180,9181.858837866263,9176.780844896148,5.077992970114792,0.018665267
358,x102y181,5520.001940871772,5516.949736720498,3.0522041512740543,26.582405
359,x102y182,2194.296441364937,2193.082927342762,1.213514022174877,0.101315945
360,x102y183,656.7494456785723,656.3862337464429,0.3632119321293885,5.410778
361,x102y184,6237.075308903771,6233.625868731151,3.4494401726196884,0.17361598
362,x102y185,5278.369445373147,5275.450271411981,2.9191739611660523,0.022078346
363,x102y186,3040.216085489734,3038.5348058693703,1.6812796203635116,1.6983321
364,x102y187,3676.1866253860608,3674.1534289038937,2.0331964821671136,4.0063777
365,x102y188,1513.556058083948,1512.7189374460368,0.8371206379113119,19.655062
366,x102y189,219.23751730095248,219.11625118424476,0.12126611670771581,5.9426827
367,x102y190,1774.9588910989653,1773.9773789780745,0.981512120890784,0.020865148
368,x102y191,2911.2342508766633,2909.6243820836166,1.609868793046644,0.0049422393
369,x102y192,2120.373964072851,2119.2014625921174,1.1725014807334446,0.011922957
370,x102y54,0.0,0.0,0.0,0.0
371,x102y55,0.26549959393197947,0.2653527520071476,0.0001468419248318864,0.14829388
372,x102y56,0.0,0.0,0.0,1.8171
373,x102y57,0.0,0.0,0.0,0.04794284
374,x102y58,0.0,0.0,0.0,0.12486013
375,x102y59,0.0007465807841344228,0.0007461679578211616,4.128263132611781e-07,0.0548855
376,x102y60,0.0,0.0,0.0,0.06534028
377,x102y61,0.00288371250088647,0.0028821174691380765,1.5950317483934794e-06,0.13014151
378,x102y62,0.0,0.0,0.0,0.07222761
379,x102y63,0.0,0.0,0.0,0.3445895
380,x102y64,0.0,0.0,0.0,0.11166461
381,x102y65,0.008734576232251982,0.008729745766635605,4.8304656163778575e-06,0.21625331
382,x102y66,0.0,0.0,0.0,0.4098553
383,x102y67,325.1794328655827,324.9995893383202,0.17984352726250563,73.81051
384,x102y68,29480.373812427508,29464.071143228914,16.30266919859423,77.80508
385,x102y69,3614.291007102922,3612.292343993215,1.9986631097067402,5.0190163
386,x102y70,46.39589309997413,46.37023204629414,0.02566105367998972,3.893709
387,x102y71,1.5040338287305712,1.503202120401201,0.0008317083293702954,3.7848918
388,x102y72,0.0,0.0,0.0,3.6762178
389,x102y73,0.0,0.0,0.0,0.2485765
390,x102y74,0.0,0.0,0.0,0.13404003
391,x102y75,0.0,0.0,0.0,0.13867345
392,x102y76,0.0,0.0,0.0,0.13494179
393,x102y77,0.0,0.0,0.0,0.3658039
394,x102y78,0.0,0.0,0.0,0.15618788
395,x102y79,0.0,0.0,0.0,5.7548323
396,x102y80,0.0,0.0,0.0,7.0262923
397,x102y81,0.0,0.0,0.0,0.23672096
398,x102y82,0.0,0.0,0.0,0.25074863
399,x102y83,0.0,0.0,0.0,0.04670439
400,x102y84,0.0,0.0,0.0,0.44893682
401,x102y85,0.0,0.0,0.0,0.7469835
402,x102y86,0.0,0.0,0.0,1.0677843
403,x102y87,0.0,0.0,0.0,0.031841245
404,x102y88,0.0,0.0,0.0,0.10100499
405,x102y89,0.0,0.0,0.0,0.030398509
406,x102y90,0.0,0.0,0.0,618.88824
407,x102y91,0.0,0.0,0.0,0.06329476
408,x102y92,0.0,0.0,0.0,0.035137326
409,x102y93,0.0,0.0,0.0,0.14890073
410,x102y94,0.0,0.0,0.0,0.103193454
411,x102y95,0.0,0.0,0.0,0.079171024
412,x102y96,0.0,0.0,0.0,0.47916168
413,x102y97,5.189407575715848,5.186537985231571,0.0028695904842770403,0.21391824
414,x102y98,0.018831409430555272,0.018820993243482444,1.0416187072828653e-05,0.046199195
415,x102y99,0.5527017361837618,0.5523960591986179,0.00030567698514394337,0.07432553
